Date,1540-price,1540-nav,1540-dev,1541-price,1541-nav,1541-dev,1542-price,1542-nav,1542-dev,1543-price,1543-nav,1543-dev
2014/06/17,4090,4079.97,0.25,4595,4613.56,-0.40,6220,6247.55,-0.44,25990,25910.19,0.31
2014/06/18,4110,4102.52,0.18,4610,4662.19,-1.12,6270,6306.05,-0.57,26230,26376.12,-0.55
2014/06/19,4130,4118.19,0.29,4650,4683.54,-0.72,6340,6354.78,-0.23,26440,26520.04,-0.30
2014/06/20,4230,4227.2,0.07,4655,4709.76,-1.16,6590,6617.38,-0.41,26550,26829.81,-1.04
2014/06/23,4245,4232.94,0.28,4625,4661.8,-0.79,6620,6635.63,-0.24,26170,26221.78,-0.20
2014/06/24,4240,4238.79,0.03,4635,4705.55,-1.50,6610,6645.29,-0.53,26300,26495.67,-0.74
2014/06/25,4225,4232.84,-0.19,4665,4698.66,-0.72,6590,6646.16,-0.84,26180,26377.71,-0.75
2014/06/26,4245,4234.76,0.24,4670,4716.11,-0.98,6630,6695.87,-0.98,26200,26492.52,-1.10
2014/06/27,4225,4230.78,-0.14,4680,4713.11,-0.70,6670,6694.79,-0.37,26380,26586.97,-0.78
2014/06/30,4215,4215.89,-0.02,4705,4726.52,-0.46,6680,6616.35,0.96,26500,26723.86,-0.84
2014/07/01,4260,4257.09,0.07,4705,4751.74,-0.98,6670,6685.51,-0.23,26690,26791.67,-0.38
2014/07/02,4255,4254.1,0.02,4750,4811.04,-1.27,6630,6675.64,-0.68,26820,26966.5,-0.54
2014/07/03,4265,4257.98,0.16,4750,4796.36,-0.97,6680,6713.61,-0.50,26920,27098.68,-0.66
2014/07/04,4250,4261.85,-0.28,4755,4819.65,-1.34,6720,6763.28,-0.64,26990,27447,-1.67
2014/07/07,4230,4233.22,-0.08,4775,4821.36,-0.96,6570,6665.35,-1.43,27200,27475.19,-1.00
2014/07/08,4245,4241.03,0.09,4750,4797.92,-1.00,6650,6674.03,-0.36,27400,27597.67,-0.72
2014/07/09,4240,4253.75,-0.32,4745,4818.28,-1.52,6690,6713.95,-0.36,27700,27743.41,-0.16
2014/07/10,4265,4262.53,0.06,4775,4843.52,-1.41,6710,6733.37,-0.35,27670,27742.79,-0.26
2014/07/11,4285,4277.22,0.18,4785,4827.86,-0.89,6800,6800.62,-0.01,27440,27567.7,-0.46
2014/07/14,4255,4225.01,0.71,4770,4793.55,-0.49,6720,6664.58,0.83,27510,27546.46,-0.13
2014/07/15,4205,4205.32,-0.01,4750,4805.15,-1.15,6620,6635.19,-0.23,27680,27662.15,0.06
2014/07/16,4185,4173.84,0.27,4720,4769.05,-1.03,6600,6577.49,0.34,27510,27505.48,0.02
2014/07/17,4195,4189.5,0.13,4730,4798.18,-1.42,6630,6625.22,0.07,27640,27898.38,-0.93
2014/07/18,4225,4204.19,0.49,4735,4788.37,-1.11,6670,6655.38,0.22,27780,27861.89,-0.29
2014/07/22,4195,4197.11,-0.05,4700,4755.93,-1.18,6620,6636.41,-0.25,27400,27592.95,-0.70
2014/07/23,4190,4189.2,0.02,4720,4761.69,-0.88,6640,6635.33,0.07,27720,27755.2,-0.13
2014/07/24,4165,4157.73,0.17,4695,4718.78,-0.50,6600,6586.42,0.21,27620,27632.49,-0.05
2014/07/25,4165,4165.53,-0.01,4680,4731.36,-1.09,6510,6518.96,-0.14,27900,27868.41,0.11
2014/07/28,4210,4203.69,0.15,4710,4775.91,-1.38,6560,6607.49,-0.72,27930,28041.12,-0.40
2014/07/29,4215,4207.57,0.18,4730,4775.84,-0.96,6580,6586.89,-0.10,28090,28043.44,0.17
2014/07/30,4195,4195.73,-0.02,4725,4772.84,-1.00,6590,6604.36,-0.22,28450,28148.5,1.07
2014/07/31,4200,4204.53,-0.11,4725,4782.5,-1.20,6630,6635.49,-0.08,28390,28295.24,0.33
2014/08/01,4185,4182.86,0.05,4715,4763.89,-1.03,6580,6606.01,-0.39,28370,28206.92,0.58
2014/08/04,4200,4202.34,-0.06,4690,4750.04,-1.26,6560,6565.7,-0.09,27790,27849.7,-0.21
2014/08/05,4190,4189.53,0.01,4690,4742.18,-1.10,6500,6497.3,0.04,27800,27615.69,0.67
2014/08/06,4190,4189.48,0.01,4675,4731.4,-1.19,6390,6380.12,0.15,27500,27321.64,0.65
2014/08/07,4230,4225.76,0.10,4700,4756.62,-1.19,6340,6427.83,-1.37,27430,27512.83,-0.30
2014/08/08,4240,4242.4,-0.06,4720,4765.3,-0.95,6370,6398.46,-0.44,27350,27437.67,-0.32
2014/08/11,4215,4214.76,0.01,4695,4738.8,-0.92,6350,6349.37,0.01,27400,27503.74,-0.38
2014/08/12,4220,4228.46,-0.20,4690,4743.59,-1.13,6410,6417.57,-0.12,27790,27917.7,-0.46
2014/08/13,4225,4237.24,-0.29,4715,4747.4,-0.68,6420,6428.2,-0.13,27840,28053.68,-0.76
2014/08/14,4250,4254.86,-0.11,4710,4762.9,-1.11,6400,6399.81,0.00,28100,28253.58,-0.54
2014/08/15,4245,4253.83,-0.21,4705,4732.65,-0.58,6390,6388.98,0.02,28100,28308.2,-0.74
2014/08/18,4210,4212.45,-0.06,4675,4704.21,-0.62,6280,6281.36,-0.02,28500,28510.79,-0.04
2014/08/19,4205,4212.4,-0.18,4665,4689.54,-0.52,6310,6330.04,-0.32,28690,28577.99,0.39
2014/08/20,4230,4228.06,0.05,4655,4689.46,-0.73,6280,6301.65,-0.34,28460,28453.42,0.02
2014/08/21,4210,4202.48,0.18,4640,4668.95,-0.62,6280,6292.77,-0.20,28400,28151.61,0.88
2014/08/22,4200,4200.47,-0.01,4650,4670.82,-0.45,6330,6341.45,-0.18,28420,28584.93,-0.58
2014/08/25,4210,4208.17,0.04,4665,4684.22,-0.41,6340,6342.13,-0.03,28550,28767.17,-0.75
2014/08/26,4205,4213.03,-0.19,4645,4664.68,-0.42,6320,6332.27,-0.19,28460,28808.23,-1.21
2014/08/27,4235,4218.87,0.38,4625,4671.42,-0.99,6330,6321.44,0.14,28510,28832.81,-1.12
2014/08/28,4215,4216.86,-0.04,4635,4665.5,-0.65,6340,6341.83,-0.03,28700,28909.7,-0.73
2014/08/29,4235,4226.63,0.20,4650,4679.05,-0.62,6360,6360.27,0.00,28720,29061.16,-1.17
2014/09/01,4235,4236.28,-0.03,4650,4676.85,-0.57,6360,6370.64,-0.17,29350,29421.32,-0.24
2014/09/02,4250,4243.11,0.16,4650,4710.82,-1.29,6390,6390.04,0.00,29370,29768.29,-1.34
2014/09/03,4205,4203.8,0.03,4655,4680.59,-0.55,6320,6322.65,-0.04,29190,29102.54,0.30
2014/09/04,4210,4210.62,-0.01,4640,4674.68,-0.74,6320,6303.05,0.27,29330,28899.59,1.49
2014/09/05,4210,4209.59,0.01,4635,4679.47,-0.95,6310,6323.43,-0.21,29340,29327.89,0.04
2014/09/08,4215,4213.36,0.04,4645,4678.26,-0.71,6350,6354.34,-0.07,29360,29311.55,0.17
2014/09/09,4215,4216.26,-0.03,4645,4681.11,-0.77,6330,6326.93,0.05,29350,29297.4,0.18
2014/09/10,4220,4227.99,-0.19,4625,4657.69,-0.70,6330,6360.97,-0.49,28990,28809.8,0.63
2014/09/11,4220,4215.18,0.11,4630,4647.88,-0.38,6340,6320.88,0.30,28880,28495.51,1.35
2014/09/12,4200,4188.63,0.27,4605,4603.06,0.04,6260,6242.76,0.28,28400,27914.01,1.74
2014/09/16,4200,4188.43,0.28,4615,4623.19,-0.18,6300,6290.16,0.16,28270,28201.16,0.24
2014/09/17,4200,4192.31,0.18,4605,4637.7,-0.71,6300,6292.01,0.13,28270,28366.12,-0.34
2014/09/18,4220,4205.02,0.36,4605,4630.82,-0.56,6310,6322.15,-0.19,28280,28221.27,0.21
2014/09/19,4225,4222.63,0.06,4610,4656.03,-0.99,6330,6313.28,0.26,28280,28352.36,-0.26
2014/09/22,4185,4176.35,0.21,4575,4577.02,-0.04,6030,6001.89,0.47,27540,27555.71,-0.06
2014/09/24,4210,4201.77,0.20,4565,4587.57,-0.49,6090,6073.87,0.27,28030,27800.46,0.83
2014/09/25,4180,4187,-0.17,4490,4492.17,-0.05,6000,6006.48,-0.11,27800,27522.01,1.01
2014/09/26,4215,4217.38,-0.06,4525,4514.47,0.23,6050,6047.36,0.04,27770,27361.68,1.49
2014/09/29,4210,4215.27,-0.13,4500,4488.96,0.25,6030,6035.38,-0.09,27250,26815.84,1.62
2014/09/30,4210,4208.35,0.04,4510,4520.01,-0.22,6030,6004.08,0.43,27100,27055.39,0.16
2014/10/01,4195,4187.67,0.18,4445,4433.34,0.26,5940,5838.14,1.74,26530,26352.58,0.67
2014/10/02,4190,4187.62,0.06,4430,4426.46,0.08,5940,5896.53,0.74,26600,26593.94,0.02
2014/10/03,4180,4170.9,0.22,4385,4265.98,2.79,5890,5827.23,1.08,26790,26000.17,3.04
2014/10/06,4135,4108.94,0.63,4230,4133.54,2.33,5850,5748,1.77,26310,25384,3.65
2014/10/07,4145,4135.38,0.23,4320,4279.31,0.95,5970,5894.14,1.29,26500,26047.3,1.74
2014/10/08,4160,4158.88,0.03,4370,4323.96,1.06,5920,5873.58,0.79,26560,26733.81,-0.65
2014/10/09,4185,4177.47,0.18,4415,4351.11,1.47,5940,5920.27,0.33,26980,27133.87,-0.57
2014/10/10,4170,4165.65,0.10,4375,4276.18,2.31,5900,5850,0.85,26980,26671.7,1.16
2014/10/14,4190,4178.21,0.28,4375,4312.84,1.44,5900,5867.18,0.56,26630,26566.85,0.24
2014/10/15,4165,4158.54,0.16,4325,4239.86,2.01,5880,5778.39,1.76,27000,26252.74,2.85
2014/10/16,4165,4160.45,0.11,4320,4193.13,3.03,5860,5807.54,0.90,26450,25367.69,4.27
2014/10/17,4170,4163.34,0.16,4355,4202.79,3.62,5840,5787.96,0.90,26380,24818.45,6.29
2014/10/20,4200,4196.56,0.08,4355,4297.85,1.33,5830,5846.17,-0.28,26390,25493.25,3.52
2014/10/21,4200,4197.49,0.06,4345,4274.45,1.65,5840,5846.08,-0.10,26380,25367.86,3.99
2014/10/22,4210,4213.14,-0.07,4370,4316.18,1.25,5860,5854.76,0.09,26080,25999.23,0.31
2014/10/23,4210,4215.05,-0.12,4350,4293.75,1.31,5840,5796.19,0.76,26200,25792.55,1.58
2014/10/24,4190,4197.34,-0.17,4325,4270.36,1.28,5860,5835.09,0.43,26150,26275.84,-0.48
2014/10/27,4195,4196.21,-0.03,4345,4265.29,1.87,5840,5805.57,0.59,26150,26323.51,-0.66
2014/10/28,4185,4187.33,-0.06,4340,4273,1.57,5850,5805.48,0.77,26190,26366.49,-0.67
2014/10/29,4200,4200.04,0.00,4350,4344.87,0.12,5880,5844.38,0.61,26680,26836.23,-0.58
2014/10/30,4165,4160.74,0.10,4335,4321.47,0.31,5870,5778.01,1.59,26690,26807.6,-0.44
2014/10/31,4175,4150.88,0.58,4320,4304.87,0.35,5740,5621.96,2.10,26670,26964.76,-1.09
2014/11/04,4175,4182.07,-0.17,4350,4376.5,-0.61,5770,5671.24,1.74,27800,28210.48,-1.46
2014/11/05,4170,4164.36,0.14,4350,4366.71,-0.38,5800,5612.7,3.34,27400,27531.86,-0.48
2014/11/06,4150,4142.74,0.18,4350,4361.79,-0.27,5750,5496.68,4.61,27210,27138.59,0.26
2014/11/07,4145,4136.81,0.20,4340,4327.71,0.28,5660,5487.83,3.14,26980,26974.55,0.02
2014/11/10,4225,4221.98,0.07,4380,4372.19,0.18,5760,5681.44,1.38,27400,27580.25,-0.65
2014/11/11,4200,4194.47,0.13,4340,4365.32,-0.58,5740,5593.68,2.62,27490,27462.64,0.10
2014/11/12,4245,4249.34,-0.10,4370,4390.51,-0.47,5750,5713.41,0.64,27550,27834.44,-1.02
2014/11/13,4245,4246.35,-0.03,4355,4389.47,-0.79,5770,5706.51,1.11,27690,27852.23,-0.58
2014/11/14,4245,4241.4,0.08,4370,4361.22,0.20,5750,5599.26,2.69,27400,27589.53,-0.69
2014/11/17,4330,4348.14,-0.42,4410,4401.82,0.19,5960,5919.5,0.68,27700,27762.85,-0.23
2014/11/18,4360,4374.57,-0.33,4420,4415.35,0.11,5930,5891.16,0.66,27510,27862.86,-1.27
2014/11/19,4400,4428.46,-0.64,4435,4442.49,-0.17,5940,5939.78,0.00,27800,28223.05,-1.50
2014/11/20,4405,4430.37,-0.57,4540,4438.53,2.29,5980,5938.71,0.70,27880,28243.74,-1.29
2014/11/21,4425,4441.11,-0.36,4525,4498.7,0.58,6020,6006.81,0.22,27900,28369.86,-1.66
2014/11/25,4450,4463.45,-0.30,4545,4490.65,1.21,6110,6083.4,0.44,28590,28934.28,-1.19
2014/11/26,4450,4460.46,-0.23,4545,4529.44,0.34,6140,6121.3,0.31,28700,29146.47,-1.53
2014/11/27,4405,4427.06,-0.50,4505,4518.68,-0.30,6040,5983.85,0.94,28800,29190.36,-1.34
2014/11/28,4405,4424.07,-0.43,4485,4509.87,-0.55,5990,5966.22,0.40,29180,29531.19,-1.19
2014/12/01,4310,4325.83,-0.37,4455,4451.32,0.08,5790,5537.23,4.56,29150,29567.25,-1.41
2014/12/02,4490,4523.82,-0.75,4555,4589.14,-0.74,6100,6134,-0.55,29440,29852.62,-1.38
2014/12/03,4495,4522.79,-0.61,4550,4572.56,-0.49,6100,6133.91,-0.55,29500,29966.01,-1.56
2014/12/04,4545,4569.79,-0.54,4590,4630.75,-0.88,6170,6182.51,-0.20,29640,29853.33,-0.71
2014/12/05,4550,4562.87,-0.28,4605,4665.64,-1.30,6160,6191.18,-0.50,29600,29824.7,-0.75
2014/12/08,4550,4576.44,-0.58,4625,4689.69,-1.38,6190,6191.87,-0.03,30150,30407.37,-0.85
2014/12/09,4530,4557.76,-0.61,4610,4640.09,-0.65,6150,6134.33,0.26,29660,29892.77,-0.78
2014/12/10,4615,4646.92,-0.69,4630,4683.72,-1.15,6340,6397.12,-0.89,29670,30236.1,-1.87
2014/12/11,4550,4573.34,-0.51,4585,4639.95,-1.18,6300,6324.97,-0.39,29580,30122.44,-1.80
2014/12/12,4570,4586.03,-0.35,4590,4632.1,-0.91,6350,6363.82,-0.22,29530,30303.46,-2.55
2014/12/15,4535,4562.34,-0.60,4505,4561,-1.23,6230,6303.16,-1.16,29600,29860.08,-0.87
2014/12/16,4415,4430.91,-0.36,4425,4464.79,-0.89,6000,5943.78,0.95,28910,29133.91,-0.77
2014/12/17,4415,4426.94,-0.27,4425,4431.7,-0.15,5940,5806.4,2.30,28100,28590.34,-1.72
2014/12/18,4470,4495.52,-0.57,4500,4505.43,-0.12,5940,5932.89,0.12,28970,29051.55,-0.28
2014/12/19,4510,4520.95,-0.24,4510,4525.75,-0.35,5960,5952.27,0.13,27820,29496.34,-5.68
2014/12/22,4505,4521.77,-0.37,4525,4520.68,0.10,6000,6010.42,-0.17,29240,30113.81,-2.90
2014/12/24,4475,4478.53,-0.08,4515,4518.59,-0.08,5960,5952.79,0.12,30000,30386.96,-1.27
2014/12/25,4440,4468.68,-0.64,4500,4522.41,-0.50,5970,5961.46,0.14,29410,30286.83,-2.90
2014/12/26,4485,4500,-0.33,4550,4569.92,-0.44,6040,6027.59,0.21,30150,30548.03,-1.30
2014/12/29,4530,4533.17,-0.07,4600,4607.57,-0.16,6110,6057.5,0.87,30600,30576.12,0.08
2014/12/30,4505,4510.57,-0.12,4595,4588.08,0.15,5980,5968.81,0.19,30250,30475.02,-0.74
2015/01/05,4540,4542.59,-0.06,4595,4598.29,-0.07,6050,6045.12,0.08,29640,30117.37,-1.59
2015/01/06,4510,4529.8,-0.44,4535,4532.22,0.06,6040,6043.08,-0.05,29310,29560.51,-0.85
2015/01/07,4540,4557.19,-0.38,4500,4551.56,-1.13,6080,6117.92,-0.62,29990,29722.14,0.90
2015/01/08,4560,4566.93,-0.15,4545,4585.46,-0.88,6140,6157.73,-0.29,29400,29588.26,-0.64
2015/01/09,4545,4561.98,-0.37,4565,4595.1,-0.66,6110,6108,0.03,29250,29708.36,-1.54
2015/01/13,4615,4621.55,-0.14,4585,4641.39,-1.21,6210,6213.7,-0.06,29450,29973.42,-1.75
2015/01/14,4525,4529.37,-0.10,4535,4554.94,-0.44,6120,6136.73,-0.27,29100,29252.39,-0.52
2015/01/15,4550,4561.66,-0.26,4550,4566.51,-0.36,6180,6186.27,-0.10,28160,28793.08,-2.20
2015/01/16,4615,4618.45,-0.07,4590,4611.09,-0.46,6180,6195.9,-0.26,28020,28130.98,-0.39
2015/01/19,4710,4713.35,-0.07,4605,4651.64,-1.00,6480,6460.33,0.30,27590,27688.85,-0.36
2015/01/20,4750,4769.16,-0.40,4645,4695.24,-1.07,6480,6531.28,-0.79,28050,28335.26,-1.01
2015/01/21,4825,4837.7,-0.26,4695,4749.52,-1.15,6650,6695.65,-0.68,28540,28828.11,-1.00
2015/01/22,4815,4814.12,0.02,4690,4737.79,-1.01,6660,6684.84,-0.37,28200,28607.29,-1.42
2015/01/23,4820,4842.49,-0.46,4710,4742.57,-0.69,6720,6753.84,-0.50,28410,28346.89,0.22
2015/01/26,4785,4804.09,-0.40,4660,4673.43,-0.29,6700,6715.57,-0.23,27940,28096.82,-0.56
2015/01/27,4750,4775.62,-0.54,4625,4662.67,-0.81,6590,6568.5,0.33,28470,28693,-0.78
2015/01/28,4785,4806.92,-0.46,4640,4685.89,-0.98,6620,6626.8,-0.10,28470,28758.03,-1.00
2015/01/29,4750,4762.76,-0.27,4610,4642.14,-0.69,6510,6549.81,-0.61,28750,29191.96,-1.51
2015/01/30,4685,4690.18,-0.11,4540,4546.95,-0.15,6240,6227.56,0.20,28470,28700.75,-0.80
2015/02/02,4750,4755.66,-0.12,4560,4572.9,-0.28,6330,6306.02,0.38,28280,28466.73,-0.66
2015/02/03,4700,4719.36,-0.41,4525,4543.72,-0.41,6330,6335.11,-0.08,28470,28810.68,-1.18
2015/02/04,4675,4691.87,-0.36,4545,4592.16,-1.03,6370,6355.44,0.23,28680,29007.91,-1.13
2015/02/05,4705,4709.45,-0.09,4565,4594.02,-0.63,6350,6413.7,-0.99,28700,29126.96,-1.47
2015/02/06,4690,4695.68,-0.12,4600,4639.55,-0.85,6350,6355.24,-0.08,28600,29211.26,-2.09
2015/02/09,4635,4645.55,-0.23,4565,4588.87,-0.52,6230,6220.7,0.15,28700,28980.59,-0.97
2015/02/10,4650,4659.21,-0.20,4540,4566.49,-0.58,6310,6317.88,-0.12,28690,28983.81,-1.01
2015/02/12,4640,4635.58,0.10,4515,4519.77,-0.11,6270,6278.77,-0.14,28500,28842.58,-1.19
2015/02/13,4605,4601.24,0.08,4490,4515.82,-0.57,6280,6297.16,-0.27,28380,28807.2,-1.48
2015/02/16,4610,4604.99,0.11,4505,4534.03,-0.64,6400,6433.05,-0.51,28780,29277.28,-1.70
2015/02/17,4590,4592.2,-0.05,4480,4492.24,-0.27,6390,6384.31,0.09,28800,29104.83,-1.05
2015/02/18,4540,4546.1,-0.13,4440,4399.03,0.93,6180,6162.43,0.29,28790,28943.97,-0.53
2015/02/19,4560,4556.83,0.07,4420,4412.54,0.17,6180,6171.09,0.14,28750,28830.4,-0.28
2015/02/20,4540,4537.18,0.06,4400,4385.31,0.33,6140,6141.81,-0.03,28830,29157.94,-1.12
2015/02/23,4525,4517.42,0.17,4375,4369.58,0.12,6090,6055.92,0.56,28780,29141.53,-1.24
2015/02/24,4540,4517.37,0.50,4385,4375.33,0.22,6090,6085,0.08,28860,29254.79,-1.35
2015/02/25,4555,4533.97,0.46,4380,4401.46,-0.49,6120,6160.78,-0.66,29280,29605.48,-1.10
2015/02/26,4545,4544.69,0.01,4395,4420.79,-0.58,6160,6189.87,-0.48,29750,30041.11,-0.97
2015/02/27,4565,4549.54,0.34,4405,4408.11,-0.07,6190,6201.45,-0.18,29800,30046.25,-0.82
2015/03/02,4630,4618.92,0.24,4455,4496.15,-0.92,6280,6278.91,0.02,30150,30420.44,-0.89
2015/03/03,4570,4567.94,0.05,4455,4466.02,-0.25,6150,6171.85,-0.35,30200,30730.47,-1.73
2015/03/04,4595,4562.01,0.72,4450,4464.01,-0.31,6120,6093.97,0.43,30150,30722.08,-1.86
2015/03/05,4580,4552.16,0.61,4445,4467.82,-0.51,6110,6083.17,0.44,30350,30861.32,-1.66
2015/03/06,4570,4537.41,0.72,4450,4469.69,-0.44,6090,6053.91,0.60,30800,30830.75,-0.10
2015/03/09,4500,4473.59,0.59,4400,4386.08,0.32,6010,5977.78,0.54,30500,30822.97,-1.05
2015/03/10,4495,4463.75,0.70,4360,4367.59,-0.17,6010,5967.96,0.70,30500,30921.68,-1.36
2015/03/11,4500,4449.98,1.12,4345,4311.28,0.78,5970,5929.94,0.68,30050,30343.07,-0.97
2015/03/12,4495,4443.08,1.17,4320,4294.72,0.59,5920,5880.26,0.68,29500,29872.53,-1.25
2015/03/13,4495,4445.96,1.10,4290,4296.6,-0.15,5980,5939.48,0.68,29820,30098.62,-0.93
2015/03/16,4490,4446.78,0.97,4265,4275.06,-0.24,5980,5940.17,0.67,29440,29873.77,-1.45
2015/03/17,4465,4417.35,1.08,4255,4207.13,1.14,5920,5910.91,0.15,29100,29315.44,-0.73
2015/03/18,4435,4401.63,0.76,4170,4176.04,-0.14,5930,5882.62,0.81,29000,28819.82,0.63
2015/03/19,4480,4458.38,0.48,4280,4279.72,0.01,5990,5986.57,0.06,29000,29458.88,-1.56
2015/03/20,4480,4452.45,0.62,4250,4264.15,-0.33,6070,6105.1,-0.57,29040,29018.26,0.07
2015/03/23,4500,4468.94,0.70,4280,4299.84,-0.46,6230,6277.9,-0.76,28890,29122.48,-0.80
2015/03/24,4515,4482.6,0.72,4285,4307.53,-0.52,6250,6296.28,-0.74,28800,28897.03,-0.34
2015/03/25,4510,4491.36,0.42,4280,4288.08,-0.19,6270,6315.63,-0.72,28440,28622.37,-0.64
2015/03/26,4510,4507.96,0.05,4290,4309.34,-0.45,6290,6315.53,-0.40,28600,28595.68,0.02
2015/03/27,4535,4525.53,0.21,4305,4321.88,-0.39,6300,6345.57,-0.72,28990,28569.96,1.47
2015/03/30,4510,4487.18,0.51,4235,4233.45,0.04,6240,6309.3,-1.10,28000,27525.06,1.73
2015/03/31,4480,4478.31,0.04,4215,4230.48,-0.37,6160,6192.52,-0.53,27550,27581.38,-0.11
2015/04/01,4495,4485.1,0.22,4260,4299.23,-0.91,6250,6241.94,0.13,27700,27724.2,-0.09
2015/04/02,4545,4537.91,0.16,4305,4368.94,-1.46,6320,6355.56,-0.56,27970,28095.83,-0.45
2015/04/03,4540,4524.15,0.35,4305,4351.43,-1.07,6270,6335.05,-1.03,28000,28025.77,-0.09
2015/04/06,4575,4566.09,0.20,4340,4395.81,-1.27,6330,6355.16,-0.40,28080,28230.27,-0.53
2015/04/07,4580,4573.87,0.13,4355,4397.68,-0.97,6300,6316.19,-0.26,28390,28830.46,-1.53
2015/04/08,4580,4573.81,0.14,4360,4420.87,-1.38,6270,6308.31,-0.61,28380,28824.03,-1.54
2015/04/09,4545,4529.7,0.34,4335,4377.19,-0.96,6120,6090.5,0.48,28290,28293.95,-0.01
2015/04/10,4550,4543.36,0.15,4350,4410.07,-1.36,6130,6110.81,0.31,28440,28731.15,-1.01
2015/04/13,4580,4572.57,0.16,4355,4421.5,-1.50,6180,6159.12,0.34,28760,29171.9,-1.41
2015/04/14,4530,4515.73,0.32,4305,4328.39,-0.54,6070,6052.11,0.30,28490,28611.91,-0.43
2015/04/15,4510,4505.89,0.09,4305,4338.98,-0.78,6080,6052.02,0.46,28390,28635.38,-0.86
2015/04/16,4520,4529.33,-0.21,4330,4369.93,-0.91,6130,6130.65,-0.01,28350,28719.61,-1.29
2015/04/17,4510,4506.76,0.07,4310,4352.42,-0.97,6080,6071.27,0.14,28700,28881.96,-0.63
2015/04/20,4515,4506.6,0.19,4310,4361.91,-1.19,6060,6031.13,0.48,28480,28834.72,-1.23
2015/04/21,4505,4503.61,0.03,4290,4320.17,-0.70,6010,5963.97,0.77,28520,28793.58,-0.95
2015/04/22,4535,4533.9,0.02,4295,4318.16,-0.54,6030,6013.45,0.28,28850,28592.35,0.90
2015/04/23,4500,4492.73,0.16,4255,4263.82,-0.21,6000,5945.32,0.92,28440,28337.12,0.36
2015/04/24,4505,4492.68,0.27,4245,4261.82,-0.39,6000,5905.37,1.60,28400,28657.63,-0.90
2015/04/27,4455,4437.69,0.39,4195,4208.31,-0.32,5940,5885.66,0.92,28320,28689.48,-1.29
2015/04/28,4505,4507.15,-0.05,4265,4278.03,-0.30,6120,6088.7,0.51,28460,28858.57,-1.38
2015/04/30,4510,4504.11,0.13,4280,4291.46,-0.27,6140,6167.24,-0.44,28500,28879.48,-1.31
2015/05/01,4460,4460.96,-0.02,4265,4293.31,-0.66,6080,6060.15,0.33,28700,29132.24,-1.48
2015/05/07,4480,4475.32,0.10,4265,4289.05,-0.56,6130,6136.33,-0.10,29010,29331.79,-1.10
2015/05/08,4470,4474.29,-0.10,4250,4286.08,-0.84,6120,6125.55,-0.09,28950,29180.76,-0.79
2015/05/11,4480,4492.73,-0.28,4270,4308.16,-0.89,6150,6154.41,-0.07,29110,29702.28,-1.99
2015/05/12,4475,4479.95,-0.11,4245,4272.25,-0.64,6110,6087.27,0.37,29110,29221.57,-0.38
2015/05/13,4495,4504.37,-0.21,4250,4273.16,-0.54,6170,6203.76,-0.54,29170,29341.42,-0.58
2015/05/14,4530,4558.18,-0.62,4275,4315.06,-0.93,6340,6340.07,0.00,28700,29196.34,-1.70
2015/05/15,4555,4584.55,-0.64,4295,4346.96,-1.20,6430,6457.53,-0.43,28920,29291.28,-1.27
2015/05/18,4605,4631.36,-0.57,4325,4392.3,-1.53,6570,6593.26,-0.35,29200,29598.27,-1.35
2015/05/19,4595,4618.59,-0.51,4345,4388.36,-0.99,6500,6544.58,-0.68,29090,29353.87,-0.90
2015/05/20,4570,4591.13,-0.46,4330,4366.99,-0.85,6400,6398.76,0.02,29220,29317.71,-0.33
2015/05/21,4585,4614.56,-0.64,4345,4383.39,-0.88,6450,6485.13,-0.54,29190,29221.77,-0.11
2015/05/22,4565,4595.91,-0.67,4340,4373.64,-0.77,6430,6435.48,-0.09,29160,29266.59,-0.36
2015/05/25,4585,4611.41,-0.57,4340,4373.45,-0.76,6430,6465.31,-0.55,29200,29493.56,-1.00
2015/05/26,4605,4627.99,-0.50,4340,4385.98,-1.05,6450,6475.9,-0.40,29550,29764.91,-0.72
2015/05/27,4590,4606.41,-0.36,4330,4359.76,-0.68,6420,6408.77,0.18,29550,30070.95,-1.73
2015/05/28,4620,4632.78,-0.28,4325,4357.75,-0.75,6420,6436.85,-0.26,29780,30238.18,-1.52
2015/05/29,4630,4636.64,-0.14,4305,4341.22,-0.83,6410,6465.9,-0.86,29870,30124.88,-0.85
2015/06/01,4650,4657.99,-0.17,4310,4332.28,-0.51,6420,6464.52,-0.69,29930,30013.63,-0.28
2015/06/02,4655,4661.85,-0.15,4310,4310.92,-0.02,6480,6483.85,-0.06,29760,29902.41,-0.48
2015/06/03,4635,4651.03,-0.34,4330,4328.28,0.04,6520,6493.46,0.41,29450,29555.32,-0.36
2015/06/04,4625,4634.34,-0.20,4315,4316.6,-0.04,6420,6387.53,0.51,29050,29413.3,-1.24
2015/06/05,4605,4617.66,-0.27,4290,4302.98,-0.30,6290,6304.9,-0.24,29030,29337.71,-1.05
2015/06/08,4630,4636.08,-0.13,4310,4331.84,-0.50,6310,6335.69,-0.41,29120,29388.2,-0.91
2015/06/09,4610,4608.63,0.03,4300,4343.39,-1.00,6260,6265.69,-0.09,28890,28996.84,-0.37
2015/06/10,4565,4569.45,-0.10,4275,4302.66,-0.64,6190,6196.66,-0.11,28510,28537.13,-0.10
2015/06/11,4605,4602.66,0.05,4295,4320.03,-0.58,6200,6196.57,0.06,28720,28767.69,-0.17
