Date,1540-price,1540-nav,1540-dev,1541-price,1541-nav,1541-dev,1542-price,1542-nav,1542-dev,1543-price,1543-nav,1543-dev
2017/03/13,4320,4334.24,-0.33,3355,3351.15,0.11,5940,6104.66,-2.70,26440,26172.81,1.02
2017/03/14,4320,4320.6,-0.01,3345,3333.84,0.33,5930,6104.57,-2.86,26310,26177.07,0.51
2017/03/15,4305,4324.43,-0.45,3350,3338.59,0.34,5920,6104.48,-3.02,26200,26112.84,0.33
2017/03/16,4335,4344.77,-0.22,3385,3393.2,-0.24,5960,6104.39,-2.37,26290,26296.85,-0.03
2017/03/17,4355,4348.61,0.15,3365,3351.92,0.39,5960,6046.62,-1.43,26670,26294.45,1.43
2017/03/21,4335,4333.84,0.03,3360,3341.17,0.56,5980,6046.26,-1.10,26670,26286.73,1.46
2017/03/22,4345,4342.53,0.06,3355,3336.33,0.56,5950,6046.17,-1.59,26600,26277.67,1.23
2017/03/23,4345,4335.68,0.21,3310,3314.23,-0.13,5960,6045.12,-1.41,26750,26587.22,0.61
2017/03/24,4335,4328.84,0.14,3305,3291.16,0.42,5960,6045.03,-1.41,27040,27072.73,-0.12
2017/03/27,4340,4330.63,0.22,3320,3307.32,0.38,5990,6044.76,-0.91,27120,27108.28,0.04
2017/03/28,4340,4329.61,0.24,3315,3303.44,0.35,6030,6043.71,-0.23,26790,26785.34,0.02
2017/03/29,4335,4338.3,-0.08,3290,3270.79,0.59,6070,6043.62,0.44,26850,26742.98,0.40
2017/03/30,4325,4344.08,-0.44,3295,3284.16,0.33,6060,6044.49,0.26,26940,26761.49,0.67
2017/03/31,4320,4345.97,-0.60,3290,3277.4,0.38,6060,6044.4,0.26,27000,26742.92,0.96
2017/04/03,4340,4340.95,-0.02,3290,3282.03,0.24,6090,6043.09,0.78,27000,26753.51,0.92
2017/04/04,4335,4334.11,0.02,3275,3259.94,0.46,6080,6043,0.61,27000,27079.09,-0.29
2017/04/05,4345,4337.94,0.16,3300,3295.36,0.14,6070,6176.47,-1.72,26990,27176.49,-0.69
2017/04/06,4340,4327.21,0.30,3275,3269.43,0.17,6050,6185.99,-2.20,27240,27179.78,0.22
2017/04/07,4375,4365.02,0.23,3300,3292.39,0.23,6060,6243.55,-2.94,27220,26999.58,0.82
2017/04/10,4375,4363.89,0.25,3295,3277.86,0.52,6030,6243.27,-3.42,27010,27003.75,0.02
2017/04/11,4355,4347.34,0.18,3245,3227.98,0.53,5950,6243.18,-4.70,26660,26680,-0.07
2017/04/12,4380,4358.94,0.48,3265,3270.1,-0.16,6000,6244.05,-3.91,26710,26664.28,0.17
2017/04/13,4380,4376.36,0.08,3270,3282.51,-0.38,6000,6310.26,-4.92,26790,26670.43,0.45
2017/04/14,4405,4381.17,0.54,3290,3285.34,0.14,6010,6098.77,-1.46,26740,26686.08,0.20
2017/04/17,4360,4359.66,0.01,3280,3263.15,0.52,6030,6050.46,-0.34,26380,26717.83,-1.26
2017/04/18,4375,4373.2,0.04,3300,3317.74,-0.53,5980,6049.41,-1.15,26500,26270.5,0.87
2017/04/19,4380,4360.53,0.45,3290,3290.85,-0.03,5950,6050.28,-1.66,25900,25692.93,0.81
2017/04/20,4370,4350.78,0.44,3275,3261.09,0.43,5930,6051.15,-2.00,26090,25728.56,1.40
2017/04/21,4375,4368.2,0.16,3290,3297.47,-0.23,5920,6050.1,-2.15,26620,25758.48,3.34
2017/04/24,4395,4372.9,0.51,3290,3301.16,-0.34,5910,6048.87,-2.30,26740,25725.62,3.94
2017/04/25,4390,4376.73,0.30,3280,3275.23,0.15,5940,6049.74,-1.81,26630,25748.9,3.42
2017/04/26,4395,4393.18,0.04,3285,3285.73,-0.02,5920,6071.75,-2.50,27090,25725.58,5.30
2017/04/27,4390,4396.04,-0.14,3280,3264.59,0.47,5880,5994.79,-1.91,27260,25733.64,5.93
2017/04/28,4395,4386.29,0.20,3270,3263.59,0.20,5840,5924.55,-1.43,27370,25728.39,6.38
2017/05/01,4415,4397.77,0.39,3265,3250.96,0.43,5800,5879.05,-1.34,27670,25692.41,7.70
2017/05/02,4390,4386.08,0.09,3250,3241.33,0.27,5760,5809.81,-0.86,27660,25713.77,7.57
2017/05/08,4330,4329.5,0.01,3210,3215.18,-0.16,5620,5715.16,-1.67,27890,25762.12,8.26
2017/05/09,4340,4339.15,0.02,3220,3211.3,0.27,5620,5654.57,-0.61,27880,25745.47,8.29
2017/05/10,4345,4339.1,0.14,3200,3188.26,0.37,5600,5691.94,-1.62,27660,25746.87,7.43
2017/05/11,4350,4351.67,-0.04,3235,3239.95,-0.15,5640,5760.05,-2.08,27640,27900.72,-0.93
2017/05/12,4360,4356.47,0.08,3250,3259.07,-0.28,5670,5783.02,-1.95,27600,28390.55,-2.78
2017/05/15,4370,4360.2,0.22,3260,3260.84,-0.03,5670,5801.97,-2.27,27940,28024.04,-0.30
2017/05/16,4390,4366.94,0.53,3285,3281.87,0.10,5710,5897.93,-3.19,27870,27880.97,-0.04
2017/05/17,4380,4360.1,0.46,3270,3283.74,-0.42,5710,5869.99,-2.73,27490,28066.7,-2.05
2017/05/18,4385,4367.81,0.39,3250,3252.08,-0.06,5690,5785.38,-1.65,26930,26921.06,0.03
2017/05/19,4355,4343.5,0.26,3225,3218.5,0.20,5650,5727.66,-1.36,26380,26132.74,0.95
2017/05/22,4370,4355.97,0.32,3240,3232.73,0.22,5640,5843.63,-3.48,26270,26131.24,0.53
2017/05/23,4390,4373.38,0.38,3260,3269.09,-0.28,5660,5871.39,-3.60,26550,26474.75,0.28
2017/05/24,4370,4363.63,0.15,3265,3261.38,0.11,5690,5834.81,-2.48,26570,26485.64,0.32
2017/05/25,4380,4382.98,-0.07,3275,3283.37,-0.25,5710,5939.42,-3.86,26440,26370.15,0.26
2017/05/26,4365,4375.17,-0.23,3265,3280.44,-0.47,5720,5900.91,-3.07,26560,26258.46,1.15
2017/05/29,4390,4396.37,-0.14,3275,3295.63,-0.63,5730,5928.5,-3.35,26800,26289.26,1.94
2017/05/30,4395,4387.58,0.17,3265,3299.41,-1.04,5710,5947.62,-4.00,26800,27113.63,-1.16
2017/05/31,4380,4368.13,0.27,3245,3242.84,0.07,5710,5899.51,-3.21,27150,27399.15,-0.91
2017/06/01,4385,4385.53,-0.01,3245,3250.43,-0.17,5700,5915.63,-3.65,27410,27429.07,-0.07
2017/06/02,4380,4389.36,-0.21,3225,3219.74,0.16,5690,5887.71,-3.36,27840,28110.94,-0.96
2017/06/05,4405,4413.45,-0.19,3245,3260.77,-0.48,5730,5972.88,-4.07,28050,28418.75,-1.30
2017/06/06,4400,4403.7,-0.08,3250,3262.64,-0.39,5710,5972.79,-4.40,27920,28500.79,-2.04
2017/06/07,4400,4409.47,-0.21,3250,3246.31,0.11,5720,5943.9,-3.77,28140,28559.1,-1.47
2017/06/08,4400,4398.75,0.03,3220,3218.5,0.05,5720,5933.25,-3.59,28130,28134.33,-0.02
2017/06/09,4370,4380.27,-0.23,3205,3213.66,-0.27,5710,5913.97,-3.45,28920,29226.19,-1.05
2017/06/12,4365,4358.78,0.14,3220,3226.93,-0.21,5630,5857.07,-3.88,29230,31550.75,-7.36
2017/06/13,4355,4350.98,0.09,3220,3234.54,-0.45,5580,5750.43,-2.96,29870,31634.64,-5.58
2017/06/14,4365,4359.65,0.12,3170,3182.79,-0.40,5550,5768.59,-3.79,29350,30017.92,-2.23
2017/06/15,4325,4321.78,0.07,3180,3187.53,-0.24,5560,5750.26,-3.31,29700,29013.77,2.37
2017/06/16,4355,4349.86,0.12,3180,3180.78,-0.02,5550,5719.46,-2.96,29600,29491.69,0.37
2017/06/19,4325,4339.04,-0.32,3205,3195.96,0.28,5560,5711.53,-2.65,29580,29528.81,0.17
2017/06/20,4325,4338.99,-0.32,3210,3212.19,-0.07,5560,5692.24,-2.32,29540,29532.96,0.02
2017/06/21,4315,4324.39,-0.22,3175,3175.76,-0.02,5540,5651.84,-1.98,28760,29672.87,-3.08
2017/06/22,4325,4342.77,-0.41,3200,3209.23,-0.29,5570,5699.75,-2.28,29550,29901.08,-1.17
2017/06/23,4340,4350.48,-0.24,3200,3194.82,0.16,5580,5729.42,-2.61,29610,30448.3,-2.75
2017/06/26,4345,4356.15,-0.26,3205,3203.3,0.05,5600,5729.17,-2.25,28840,29568.23,-2.46
2017/06/27,4335,4347.37,-0.28,3185,3190.8,-0.18,5590,5710.85,-2.12,29080,29381.54,-1.03
2017/06/28,4365,4378.35,-0.30,3190,3199.37,-0.29,5610,5806.75,-3.39,29050,29577.47,-1.78
2017/06/29,4385,4382.18,0.06,3210,3218.48,-0.26,5640,5788.43,-2.56,29060,29415.47,-1.21
2017/06/30,4350,4349.16,0.02,3205,3199.28,0.18,5640,5750.9,-1.93,28750,28982.88,-0.80
2017/07/03,4345,4344.14,0.02,3210,3210.61,-0.02,5630,5740,-1.92,28890,28630.17,0.91
2017/07/04,4325,4321.79,0.07,3190,3186.63,0.11,5570,5624.78,-0.97,29390,29482.44,-0.31
2017/07/05,4335,4334.35,0.01,3190,3197.12,-0.22,5600,5624.7,-0.44,29270,29311.08,-0.14
2017/07/06,4335,4326.54,0.20,3190,3192.28,-0.07,5570,5644.76,-1.32,28990,29055.29,-0.22
2017/07/07,4340,4333.28,0.16,3185,3186.49,-0.05,5560,5635.08,-1.33,28950,28954.13,-0.01
2017/07/10,4315,4310.83,0.10,3185,3197.84,-0.40,5460,5481.32,-0.39,29120,29055.76,0.22
2017/07/11,4330,4329.2,0.02,3185,3186.31,-0.04,5500,5559.92,-1.08,29010,29251.54,-0.83
2017/07/12,4330,4323.33,0.15,3185,3194.88,-0.31,5550,5589.58,-0.71,29070,29486.21,-1.41
2017/07/13,4325,4316.5,0.20,3195,3216.85,-0.68,5530,5558.79,-0.52,29200,29612.74,-1.39
2017/07/14,4310,4310.63,-0.01,3180,3179.47,0.02,5510,5538.56,-0.52,29400,29657.67,-0.87
2017/07/18,4335,4330.8,0.10,3185,3208,-0.72,5550,5568.93,-0.34,29410,29709.33,-1.01
2017/07/19,4325,4338.5,-0.31,3175,3216.57,-1.29,5550,5588.04,-0.68,28700,29398.51,-2.38
2017/07/20,4330,4334.57,-0.11,3170,3196.42,-0.83,5560,5625.37,-1.16,28820,29172.1,-1.21
2017/07/21,4360,4349.07,0.25,3180,3211.69,-0.99,5570,5615.69,-0.81,28990,28949.51,0.14
2017/07/24,4340,4345.04,-0.12,3175,3206.76,-0.99,5550,5654.78,-1.85,28990,28589.15,1.40
2017/07/25,4365,4349.84,0.35,3180,3210.55,-0.95,5550,5665.25,-2.03,28990,29005.98,-0.06
2017/07/26,4350,4345.91,0.09,3180,3203.8,-0.74,5560,5665.16,-1.86,28850,29397.2,-1.86
2017/07/27,4370,4370.1,0.00,3185,3204.71,-0.62,5580,5723.61,-2.51,29000,29346.32,-1.18
2017/07/28,4370,4357.44,0.29,3175,3186.48,-0.36,5570,5684.18,-2.01,29350,29695.79,-1.16
2017/07/31,4365,4371.84,-0.16,3170,3206.44,-1.14,5590,5712.71,-2.15,29370,30187.31,-2.71
2017/08/01,4365,4364.02,0.02,3170,3212.11,-1.31,5590,5693.35,-1.82,29400,30320.81,-3.04
2017/08/02,4365,4369.78,-0.11,3185,3226.41,-1.28,5580,5693.26,-1.99,29600,30297.46,-2.30
2017/08/03,4360,4358.1,0.04,3200,3245.5,-1.40,5570,5693.18,-2.16,29790,30480.75,-2.27
2017/08/04,4360,4358.05,0.04,3250,3285.63,-1.08,5570,5693.09,-2.16,29720,30051.67,-1.10
2017/08/07,4355,4345.3,0.22,3240,3281.66,-1.27,5530,5692.84,-2.86,29510,29726.61,-0.73
2017/08/08,4355,4348.16,0.16,3265,3304.57,-1.20,5540,5692.75,-2.68,29600,29989.54,-1.30
2017/08/09,4350,4341.32,0.20,3265,3298.78,-1.02,5560,5605.4,-0.81,29890,30175.68,-0.95
2017/08/10,4380,4386.83,-0.16,3265,3299.69,-1.05,5620,5731.9,-1.95,29600,29939.98,-1.14
2017/08/14,4390,4390.5,-0.01,3280,3296.63,-0.50,5630,5770.88,-2.44,29630,29814.34,-0.62
2017/08/15,4375,4383.67,-0.20,3255,3267.88,-0.39,5620,5761.2,-2.45,29640,30018.5,-1.26
2017/08/16,4380,4387.49,-0.17,3250,3289.84,-1.21,5600,5674.81,-1.32,29750,29988.51,-0.80
2017/08/17,4395,4406.83,-0.27,3270,3307.01,-1.12,5650,5770.62,-2.09,30450,30768.08,-1.03
2017/08/18,4390,4388.36,0.04,3270,3300.27,-0.92,5640,5693.82,-0.95,30400,30783.58,-1.25
2017/08/21,4380,4378.52,0.03,3255,3290.56,-1.08,5630,5683.98,-0.95,30400,30752.35,-1.15
2017/08/22,4395,4384.28,0.24,3255,3294.33,-1.19,5620,5683.89,-1.12,30500,31130.92,-2.03
2017/08/23,4395,4385.2,0.22,3255,3291.42,-1.11,5630,5711.62,-1.43,30550,31003.28,-1.46
2017/08/24,4400,4387.09,0.29,3260,3291.37,-0.95,5630,5723.04,-1.63,30600,31126.84,-1.69
2017/08/25,4400,4395.76,0.10,3280,3301.84,-0.66,5630,5713.37,-1.46,30550,31281.69,-2.34
2017/08/28,4400,4403.37,-0.08,3260,3294.05,-1.03,5660,5722.7,-1.10,30350,31341.44,-3.16
2017/08/29,4445,4468.25,-0.52,3275,3320.79,-1.38,5690,5828.1,-2.37,30500,31035.58,-1.73
2017/08/30,4460,4481.77,-0.49,3295,3365.7,-2.10,5730,5850.07,-2.05,31000,31709.91,-2.24
2017/08/31,4460,4482.69,-0.51,3320,3356.09,-1.08,5720,5869.16,-2.54,30800,31719.71,-2.90
2017/09/01,4505,4526.24,-0.47,3315,3379.93,-1.92,5760,5933.25,-2.92,30800,31672.29,-2.75
2017/09/04,4540,4563.87,-0.52,3360,3418.03,-1.70,5820,6008.71,-3.14,32800,33284.1,-1.45
2017/09/05,4535,4556.06,-0.46,3355,3395.99,-1.21,5830,6008.62,-2.97,32000,33186.8,-3.58
2017/09/06,4520,4532.76,-0.28,3335,3371.08,-1.07,5780,5940.47,-2.70,32150,32670.69,-1.59
2017/09/07,4525,4533.68,-0.19,3335,3364.33,-0.87,5770,5989.27,-3.66,31150,31767.97,-1.95
2017/09/08,4545,4548.16,-0.07,3365,3384.37,-0.57,5790,6016.02,-3.76,31700,32208.91,-1.58
2017/09/11,4495,4516.03,-0.47,3320,3353.61,-1.00,5740,5938.11,-3.34,31050,31377.9,-1.05
2017/09/12,4500,4516.94,-0.38,3290,3334.44,-1.33,5730,5975.41,-4.11,31250,31572.37,-1.02
2017/09/13,4540,4562.43,-0.49,3305,3342.04,-1.11,5750,6042.42,-4.84,31650,32330,-2.10
2017/09/14,4525,4546.87,-0.48,3300,3335.3,-1.06,5750,6003.03,-4.22,31650,31992.82,-1.07
2017/09/15,4555,4579.76,-0.54,3305,3345.77,-1.22,5770,6004.86,-3.91,31400,31721.05,-1.01
2017/09/19,4535,4554.36,-0.43,3270,3307.32,-1.13,5680,5956.57,-4.64,31500,31459.58,0.13
2017/09/20,4545,4558.19,-0.29,3260,3288.15,-0.86,5700,5918.14,-3.69,31200,31466.49,-0.85
2017/09/21,4525,4546.51,-0.47,3240,3264.2,-0.74,5680,5917.1,-4.01,31400,31252.55,0.47
2017/09/22,4520,4528.05,-0.18,3225,3258.41,-1.03,5650,5917.97,-4.53,31600,31582.69,0.05
2017/09/25,4500,4523.05,-0.51,3210,3241.06,-0.96,5650,5822.81,-2.97,31250,31661.23,-1.30
2017/09/26,4545,4557.87,-0.28,3225,3252.48,-0.84,5690,5899.41,-3.55,31350,31747.76,-1.25
2017/09/27,4530,4539.41,-0.21,3220,3228.53,-0.26,5610,5822.64,-3.65,31150,31649.46,-1.58
2017/09/28,4495,4508.36,-0.30,3200,3204.58,-0.14,5630,5818.72,-3.24,31500,32172.95,-2.09
2017/09/29,4515,4513.15,0.04,3215,3216.01,-0.03,5650,5874.22,-3.82,32200,32222.51,-0.07
2017/10/02,4490,4482.95,0.16,3180,3183.33,-0.10,5640,5779.95,-2.42,31950,32286.44,-1.04
2017/10/03,4485,4476.11,0.20,3200,3198.58,0.04,5660,5787.53,-2.20,31500,31573.28,-0.23
2017/10/04,4485,4477.03,0.18,3190,3196.62,-0.21,5690,5835.35,-2.49,31550,31876.73,-1.02
2017/10/05,4490,4479.89,0.23,3190,3186.06,0.12,5660,5788.31,-2.22,32150,31981.22,0.53
2017/10/06,4475,4467.24,0.17,3200,3201.3,-0.04,5700,5808.35,-1.87,32100,32353.84,-0.78
2017/10/10,4510,4513.53,-0.08,3205,3218.32,-0.41,5710,5933.52,-3.77,31550,32412.69,-2.66
2017/10/11,4515,4514.45,0.01,3215,3244.08,-0.90,5740,5982.3,-4.05,31900,32305.89,-1.26
2017/10/12,4450,4533.77,-1.85,3225,3252.64,-0.85,5720,5963.05,-4.08,32550,33102.01,-1.67
2017/10/13,4540,4527.9,0.27,3230,3250.68,-0.64,5700,5963.92,-4.43,33050,34184.24,-3.32
2017/10/16,4530,4540.34,-0.23,3225,3264.88,-1.22,5730,6001.02,-4.52,33450,35021.55,-4.49
2017/10/17,4525,4515.1,0.22,3190,3230.42,-1.25,5710,5924.28,-3.62,33400,34450.47,-3.05
2017/10/18,4505,4493.74,0.25,3205,3229.41,-0.76,5690,5924.19,-3.95,33400,34401.44,-2.91
2017/10/19,4510,4501.44,0.19,3210,3214.07,-0.13,5690,5972.97,-4.74,33200,34049.22,-2.49
2017/10/20,4525,4525.6,-0.01,3210,3230.28,-0.63,5720,6001.62,-4.69,32750,34257.9,-4.40
2017/10/23,4525,4519.64,0.12,3215,3239.69,-0.76,5700,6001.36,-5.02,33900,34572.22,-1.94
2017/10/24,4550,4528.3,0.48,3225,3255.9,-0.95,5720,5982.11,-4.38,33450,34625.51,-3.39
2017/10/25,4535,4514.69,0.45,3230,3236.73,-0.21,5730,6010.76,-4.67,33550,34242.97,-2.02
2017/10/26,4545,4527.23,0.39,3235,3243.38,-0.26,5710,5924.44,-3.62,33750,34472.49,-2.10
2017/10/27,4520,4505.87,0.31,3220,3229.95,-0.31,5690,5933.93,-4.11,33900,34278.5,-1.10
2017/10/30,4520,4496.03,0.53,3210,3217.38,-0.23,5680,5876.18,-3.34,34000,34417.54,-1.21
2017/10/31,4505,4495.98,0.20,3215,3227.85,-0.40,5690,5884.72,-3.31,33750,34365.66,-1.79
2017/11/01,4525,4513.34,0.26,3220,3260.27,-1.24,5670,5922.86,-4.27,34000,34751.08,-2.16
2017/11/02,4530,4530.72,-0.02,3240,3272.64,-1.00,5720,6029.08,-5.13,34750,35408.52,-1.86
2017/11/06,4530,4515.02,0.33,3225,3251.44,-0.81,5700,5954.02,-4.27,35000,35516.42,-1.45
2017/11/07,4555,4536.27,0.41,3240,3266.67,-0.82,5720,5962.55,-4.07,35200,35496.75,-0.84
2017/11/08,4550,4526.54,0.52,3220,3259.94,-1.23,5750,5963.42,-3.58,35100,35158.89,-0.17
2017/11/09,4550,4537.14,0.28,3240,3269.45,-0.90,5750,5963.33,-3.58,35000,35983,-2.73
2017/11/10,4545,4537.09,0.17,3250,3277.04,-0.83,5740,5924.94,-3.12,35100,35623.36,-1.47
2017/11/13,4535,4513.69,0.47,3240,3265.43,-0.78,5680,5924.68,-4.13,34950,35210.17,-0.74
2017/11/14,4540,4517.52,0.50,3235,3268.25,-1.02,5680,5924.59,-4.13,34350,34980.28,-1.80
2017/11/15,4535,4512.62,0.50,3215,3247.19,-0.99,5690,5925.46,-3.97,34050,34622.54,-1.65
2017/11/16,4520,4498.05,0.49,3220,3248.09,-0.86,5660,5924.41,-4.46,33750,34577.32,-2.39
2017/11/17,4525,4496.06,0.64,3225,3250.91,-0.80,5660,5924.32,-4.46,33750,34834.19,-3.11
2017/11/20,4525,4505.59,0.43,3230,3266.06,-1.10,5670,5933.64,-4.44,33850,34604.92,-2.18
2017/11/21,4510,4486.17,0.53,3220,3230.66,-0.33,5670,5933.55,-4.44,34200,34721.64,-1.50
2017/11/22,4500,4478.38,0.48,3220,3238.26,-0.56,5670,5931.55,-4.41,34200,35013.52,-2.32
2017/11/24,4510,4484.08,0.58,3215,3236.25,-0.66,5670,5931.37,-4.41,33900,35145.62,-3.54
2017/11/27,4495,4475.21,0.44,3220,3232.29,-0.38,5670,5930.15,-4.39,34250,34781.79,-1.53
2017/11/28,4500,4480.97,0.42,3225,3259.95,-1.07,5670,5930.06,-4.39,34200,34794.34,-1.71
2017/11/29,4530,4495.44,0.77,3230,3270.41,-1.24,5640,5929.98,-4.89,34650,35706.43,-2.96
2017/11/30,4505,4479.9,0.56,3235,3271.32,-1.11,5590,5746.97,-2.73,34650,35634.7,-2.76
2017/12/01,4495,4470.16,0.56,3225,3269.33,-1.36,5580,5747.75,-2.92,34550,35544.01,-2.80
2017/12/04,4490,4475.81,0.32,3220,3252,-0.98,5600,5718.78,-2.08,34900,35858.75,-2.67
2017/12/05,4485,4472.85,0.27,3205,3222.35,-0.54,5580,5691.89,-1.97,34450,35021.86,-1.63
2017/12/06,4445,4426.35,0.42,3180,3175.51,0.14,5510,5604.7,-1.69,33850,34486.72,-1.85
2017/12/07,4435,4416.62,0.42,3140,3131.54,0.27,5490,5596.01,-1.89,34050,34813.3,-2.19
2017/12/08,4445,4412.69,0.73,3145,3142.95,0.07,5500,5558.59,-1.05,34750,35683.77,-2.62
2017/12/11,4445,4418.35,0.60,3130,3130.4,-0.01,5520,5607.16,-1.55,34550,35970.12,-3.95
2017/12/12,4435,4397.01,0.86,3115,3120.8,-0.19,5530,5558.26,-0.51,34900,36254.11,-3.74
2017/12/13,4420,4389.22,0.70,3090,3079.69,0.33,5510,5519.89,-0.18,34700,36251.5,-4.28
2017/12/14,4435,4412.39,0.51,3095,3094.93,0.00,5500,5630.84,-2.32,34850,36201.59,-3.73
2017/12/15,4425,4385.24,0.91,3060,3055.73,0.14,5500,5555.14,-0.99,35050,36365.45,-3.62
2017/12/18,4425,4406.39,0.42,3100,3123.4,-0.75,5520,5621.9,-1.81,35100,36255.45,-3.19
2017/12/19,4445,4430.53,0.33,3140,3167.28,-0.86,5520,5627.56,-1.91,35050,35995.55,-2.63
2017/12/20,4465,4443.06,0.49,3155,3179.65,-0.78,5520,5676.29,-2.75,35050,36094.15,-2.89
2017/12/21,4490,4466.24,0.53,3170,3204.44,-1.07,5540,5693.43,-2.69,35200,36349.77,-3.16
2017/12/22,4490,4468.13,0.49,3155,3194.84,-1.25,5530,5694.31,-2.89,35700,36478.63,-2.13
2017/12/25,4495,4479.59,0.34,3155,3192.79,-1.18,5540,5801.26,-4.50,35350,36687.38,-3.65
2017/12/26,4520,4507.6,0.28,3175,3223.3,-1.50,5560,5755.23,-3.39,36000,36880.56,-2.39
2017/12/27,4525,4510.46,0.32,3175,3217.53,-1.32,5560,5800.13,-4.14,36600,37182.52,-1.57
2017/12/28,4550,4529.76,0.45,3175,3221.3,-1.44,5580,5829.71,-4.28,36900,37111.79,-0.57
2017/12/29,4555,4537.45,0.39,3190,3223.16,-1.03,5580,5822.93,-4.17,36550,37176.32,-1.68
2018/01/04,4585,4584.55,0.01,3250,3279.2,-0.89,5650,5871.15,-3.77,36950,37796.76,-2.24
2018/01/05,4625,4639.65,-0.32,3295,3338.34,-1.30,5680,5967.7,-4.82,38100,38357.66,-0.67
2018/01/09,4605,4619.12,-0.31,3315,3334.33,-0.58,5660,5932.9,-4.60,38200,38548.48,-0.90
2018/01/10,4555,4575.53,-0.45,3275,3303.73,-0.87,5610,5845.75,-4.03,37400,38061.73,-1.74
2018/01/11,4570,4583.22,-0.29,3305,3331.37,-0.79,5640,5798.78,-2.74,37050,37510.68,-1.23
2018/01/12,4580,4599.61,-0.43,3355,3385.73,-0.91,5670,5836.01,-2.84,37200,37496.71,-0.79
2018/01/15,4600,4628.48,-0.62,3360,3402.76,-1.26,5710,5921.86,-3.58,37700,38646.14,-2.45
2018/01/16,4600,4622.62,-0.49,3360,3392.22,-0.95,5730,5880.63,-2.56,38200,38907.29,-1.82
2018/01/17,4580,4600.32,-0.44,3360,3395.98,-1.06,5670,5875.76,-3.50,37300,38234.26,-2.44
2018/01/18,4595,4597.36,-0.05,3385,3410.25,-0.74,5640,5824.96,-3.18,37450,38594.7,-2.97
2018/01/19,4580,4594.41,-0.31,3385,3417.84,-0.96,5610,5822.96,-3.66,37200,38296.11,-2.86
2018/01/22,4575,4591.35,-0.36,3405,3453.97,-1.42,5670,5803.56,-2.30,37200,38341.05,-2.98
2018/01/23,4585,4604.84,-0.43,3360,3392.82,-0.97,5690,5813.04,-2.12,36950,38015.04,-2.80
2018/01/24,4565,4590.27,-0.55,3360,3399.46,-1.16,5680,5786.17,-1.83,36750,37617.16,-2.31
2018/01/25,4605,4621.18,-0.35,3380,3427.09,-1.37,5730,5900.9,-2.90,37150,37852.8,-1.86
2018/01/26,4590,4602.74,-0.28,3365,3406.99,-1.23,5710,5862.54,-2.60,36700,37433.19,-1.96
2018/01/29,4570,4568.72,0.03,3330,3380.12,-1.48,5690,5806.78,-2.01,36300,37124.61,-2.22
2018/01/30,4520,4518.36,0.04,3300,3334.25,-1.03,5660,5730.15,-1.22,36000,36732.42,-1.99
2018/01/31,4550,4543.46,0.14,3300,3355.2,-1.65,5620,5770.25,-2.60,35250,36139.79,-2.46
2018/02/01,4565,4574.35,-0.20,3320,3353.21,-0.99,5640,5829.39,-3.25,34550,35224.22,-1.91
2018/02/02,4585,4597.51,-0.27,3340,3383.7,-1.29,5630,5811.14,-3.12,34400,35530.63,-3.18
2018/02/05,4555,4557.7,-0.06,3295,3345.39,-1.51,5570,5657.87,-1.55,35000,35430.2,-1.21
2018/02/06,4525,4553.78,-0.63,3260,3331.98,-2.16,5550,5648.22,-1.74,33800,34379.61,-1.69
2018/02/07,4515,4517.94,-0.07,3270,3326.21,-1.69,5540,5639.53,-1.76,33950,34302.36,-1.03
2018/02/08,4470,4480.17,-0.23,3265,3303.26,-1.16,5480,5507.48,-0.50,33150,33602.37,-1.35
2018/02/09,4470,4472.38,-0.05,3230,3266.96,-1.13,5470,5538,-1.23,32350,32961.93,-1.86
2018/02/13,4480,4469.28,0.24,3220,3252.46,-1.00,5510,5557.75,-0.86,32750,33496.9,-2.23
2018/02/14,4460,4453.75,0.14,3215,3232.37,-0.54,5480,5529.93,-0.90,32650,33298.71,-1.95
2018/02/15,4490,4492.39,-0.05,3255,3296.25,-1.25,5540,5558.54,-0.33,33200,33890.53,-2.04
2018/02/16,4490,4471.06,0.42,3245,3288.57,-1.32,5520,5520.2,0.00,32850,33973.94,-3.31
2018/02/19,4480,4466.07,0.31,3275,3324.68,-1.49,5460,5489.36,-0.53,34200,35016.07,-2.33
2018/02/20,4465,4457.31,0.17,3255,3307.46,-1.59,5460,5459.63,0.01,33200,34754.54,-4.47
2018/02/21,4455,4450.49,0.10,3260,3310.28,-1.52,5460,5449.98,0.18,33950,34956.06,-2.88
2018/02/22,4420,4423.36,-0.08,3235,3280.65,-1.39,5460,5450.86,0.17,33850,34465.85,-1.79
2018/02/23,4430,4423.31,0.15,3250,3289.19,-1.19,5460,5431.65,0.52,33950,34854.49,-2.60
2018/02/26,4440,4441.53,-0.03,3250,3303.36,-1.62,5490,5478.27,0.21,33950,35236.98,-3.65
2018/02/27,4450,4432.77,0.39,3245,3290.91,-1.40,5490,5497.31,-0.13,34250,35610.48,-3.82
2018/02/28,4410,4390.17,0.45,3215,3235.52,-0.63,5440,5418.81,0.39,33950,35316.82,-3.87
2018/03/01,4385,4363.03,0.50,3190,3216.37,-0.82,5420,5351.72,1.28,33550,35115.41,-4.46
2018/03/02,4365,4335.9,0.67,3150,3148.61,0.04,5400,5343.04,1.07,32200,33140.44,-2.84
